class,split,mean_intensity,std_intensity,dynamic_range,underexposed,overexposed,low_dynamic_range
tuberculosis,train,132.54196166992188,57.54922217636808,230,False,False,False
tuberculosis,train,151.12848045023696,39.07446483717751,234,False,False,False
tuberculosis,train,149.36573791503906,53.30902662553386,249,False,False,False
tuberculosis,train,124.41505813598633,66.80150096484803,255,False,False,False
tuberculosis,train,122.0408935546875,52.25108991959445,255,False,False,False
tuberculosis,train,146.51828002929688,42.9460853045882,201,False,False,False
tuberculosis,train,142.0711270734597,42.761353310790184,191,False,False,False
tuberculosis,train,139.12015964673913,59.41156152216239,238,False,False,False
tuberculosis,train,122.37232971191406,57.542647530603176,255,False,False,False
tuberculosis,train,142.2837257385254,80.10985771629281,253,False,False,False
tuberculosis,train,104.77690887451172,67.51132658651666,246,False,False,False
tuberculosis,train,82.77328205108643,58.185062272282664,255,False,False,False
tuberculosis,train,164.5110321044922,38.75741605095685,205,False,False,False
tuberculosis,train,94.9683837890625,58.99334827895664,255,False,False,False
tuberculosis,train,118.08150863647461,73.85912753811505,252,False,False,False
tuberculosis,train,186.37164914099526,30.655673095544305,188,False,False,False
tuberculosis,train,141.45562744140625,65.92571157819738,248,False,False,False
tuberculosis,train,111.77064453125,50.03755458378441,255,False,False,False
tuberculosis,train,149.7157440185547,59.303600367348494,245,False,False,False
tuberculosis,train,154.61123091063348,68.03347821228822,246,False,False,False
tuberculosis,train,159.0993537902832,50.13668083373996,255,False,False,False
tuberculosis,train,110.626953125,62.93640350932227,253,False,False,False
tuberculosis,train,155.17009774881515,39.80407417095088,198,False,False,False
tuberculosis,train,142.03326416015625,54.473892746046324,199,False,False,False
tuberculosis,train,207.7089751184834,18.466750278094523,148,False,True,False
tuberculosis,train,125.02824401855469,28.10813153004619,186,False,False,False
tuberculosis,train,131.25250244140625,92.32308005412919,255,False,False,False
tuberculosis,train,138.3845977783203,74.85914846131114,255,False,False,False
tuberculosis,train,147.087158203125,63.086208899419084,251,False,False,False
tuberculosis,train,91.11664146505376,58.191414496002004,239,False,False,False
tuberculosis,train,158.43223571777344,40.30485995667339,219,False,False,False
tuberculosis,train,129.35296249389648,60.317273533194005,250,False,False,False
tuberculosis,train,140.57261657714844,68.91664378474496,252,False,False,False
tuberculosis,train,110.48370361328125,64.36624644144618,255,False,False,False
tuberculosis,train,118.02970886230469,61.54747275509979,255,False,False,False
tuberculosis,train,154.5727996826172,41.226446776665796,225,False,False,False
tuberculosis,train,161.79627990722656,63.11502995178114,255,False,False,False
tuberculosis,train,144.9869499206543,47.18671487746438,243,False,False,False
tuberculosis,train,80.48867607116699,57.729303982624934,255,False,False,False
tuberculosis,train,154.3910369873047,55.02193885827701,255,False,False,False
tuberculosis,train,158.4437255859375,41.067833301347605,220,False,False,False
tuberculosis,train,160.45255109597156,45.31588306304944,223,False,False,False
tuberculosis,train,162.34433364868164,53.73483558266873,251,False,False,False
tuberculosis,train,181.32204055786133,25.62185351999802,214,False,False,False
tuberculosis,train,82.23661191239316,53.04023438914133,237,False,False,False
tuberculosis,train,148.47702026367188,42.75102998128835,196,False,False,False
tuberculosis,train,76.0710556402439,61.21426658521281,205,False,False,False
tuberculosis,train,132.954833984375,60.412457181744486,241,False,False,False
tuberculosis,train,167.8436759478673,29.611758268952496,196,False,False,False
tuberculosis,train,85.54233530405405,54.503449385192056,186,False,False,False
tuberculosis,train,133.93702697753906,44.87076799170083,255,False,False,False
tuberculosis,train,69.64471054077148,53.40235476519083,255,True,False,False
tuberculosis,train,128.47978035348362,57.48689328282914,200,False,False,False
tuberculosis,train,130.7119186907583,40.60254259127241,255,False,False,False
tuberculosis,train,109.3996810913086,59.69217868265644,255,False,False,False
tuberculosis,train,125.81639099121094,56.66829249267709,226,False,False,False
tuberculosis,train,120.84980773925781,55.47072656271202,255,False,False,False
tuberculosis,train,168.4993667602539,58.738415225847106,252,False,False,False
tuberculosis,train,156.86724853515625,71.33137432938261,254,False,False,False
tuberculosis,train,126.389569757109,45.46096333090898,192,False,False,False
tuberculosis,train,161.20021057128906,39.11196205148986,196,False,False,False
tuberculosis,train,120.6257438659668,68.72727793640276,250,False,False,False
tuberculosis,train,163.5066091528436,35.519989397256076,210,False,False,False
tuberculosis,train,116.68185221354166,72.32610927886459,227,False,False,False
tuberculosis,train,144.28506469726562,76.96017341821504,255,False,False,False
tuberculosis,train,134.8019256591797,49.92818692323256,205,False,False,False
tuberculosis,train,134.97840881347656,44.8913987055601,255,False,False,False
tuberculosis,train,147.93990669431278,32.42673366912924,198,False,False,False
tuberculosis,train,146.23979931872037,39.47699000580284,207,False,False,False
tuberculosis,train,118.81498718261719,55.82631857881252,253,False,False,False
tuberculosis,train,156.75042579976304,30.685469755226297,232,False,False,False
tuberculosis,train,130.17372630331752,40.61294383455233,199,False,False,False
tuberculosis,train,149.79302428909952,40.069212191116364,219,False,False,False
tuberculosis,train,187.68019104003906,51.30226025634536,251,False,False,False
tuberculosis,train,132.04281616210938,89.0916529741529,255,False,False,False
tuberculosis,train,121.65476989746094,63.530514832114555,234,False,False,False
tuberculosis,train,156.4586789099526,32.46606463213318,230,False,False,False
tuberculosis,train,152.00749969482422,65.57239222213181,252,False,False,False
tuberculosis,train,160.18626403808594,71.73910038529829,255,False,False,False
tuberculosis,train,135.94497926540285,39.581672044246574,255,False,False,False
tuberculosis,train,138.6623649597168,65.77619357967806,247,False,False,False
tuberculosis,train,95.52091471354167,53.62551568999095,178,False,False,False
tuberculosis,train,117.35530090332031,50.40719875188218,255,False,False,False
tuberculosis,train,155.3486328125,52.2655135400151,255,False,False,False
tuberculosis,train,125.05062624007937,68.30928577648386,249,False,False,False
tuberculosis,train,76.32832429846938,46.37556279945569,210,False,False,False
tuberculosis,train,145.86798095703125,47.08820487401755,219,False,False,False
tuberculosis,train,129.29931640625,54.252570533061466,227,False,False,False
tuberculosis,train,155.41567611694336,57.96748137683037,248,False,False,False
tuberculosis,train,117.05353546142578,72.36723965122658,251,False,False,False
tuberculosis,train,130.25305938720703,50.72476713584409,255,False,False,False
tuberculosis,train,116.60061833530806,37.733747977591385,255,False,False,False
tuberculosis,train,160.47344207763672,31.654394977215045,223,False,False,False
tuberculosis,train,131.83587646484375,43.21190622770992,196,False,False,False
tuberculosis,train,139.35623168945312,44.36878660130014,255,False,False,False
tuberculosis,train,161.546875,57.04484935247427,255,False,False,False
tuberculosis,train,116.87671661376953,68.34094209426141,255,False,False,False
tuberculosis,train,138.5456771850586,65.00528968595044,254,False,False,False
tuberculosis,train,123.19658279418945,63.921257886948716,249,False,False,False
tuberculosis,train,117.05487034574467,75.03255320487213,255,False,False,False
tuberculosis,train,168.39361953735352,53.16680976869282,253,False,False,False
tuberculosis,train,167.53227615356445,60.757884606090755,254,False,False,False
tuberculosis,train,123.84042358398438,54.18777696653077,216,False,False,False
tuberculosis,train,167.06166076660156,39.5823706464362,255,False,False,False
tuberculosis,train,76.03173204787234,44.58302387319866,233,False,False,False
tuberculosis,train,132.8443145751953,56.27708095688684,211,False,False,False
tuberculosis,train,110.63704570484582,36.11245946951465,242,False,False,False
tuberculosis,train,136.07643127441406,55.238297983772824,212,False,False,False
tuberculosis,train,113.933837890625,51.22127366662031,255,False,False,False
tuberculosis,train,147.67405700683594,65.49467755676652,249,False,False,False
tuberculosis,train,131.98785545023696,45.22547514963122,236,False,False,False
tuberculosis,train,154.52900992298578,31.00961410140744,209,False,False,False
tuberculosis,train,171.63621889810426,27.416362102588216,242,False,False,False
tuberculosis,train,162.4669647216797,58.03931600326987,255,False,False,False
tuberculosis,train,166.38239669799805,57.403693324497404,255,False,False,False
tuberculosis,train,107.11586380004883,69.83876913159281,251,False,False,False
tuberculosis,train,111.68303835900474,48.87411748374167,187,False,False,False
tuberculosis,train,136.2305145263672,58.19336938704108,223,False,False,False
tuberculosis,train,132.46701049804688,54.48946610261773,255,False,False,False
tuberculosis,train,83.4936389048165,42.35116184873615,160,False,False,False
tuberculosis,train,123.9747428894043,68.2954701791896,255,False,False,False
tuberculosis,train,161.7333984375,65.34467400764554,255,False,False,False
tuberculosis,train,165.38961029052734,58.41127013135092,254,False,False,False
tuberculosis,train,131.07215881347656,50.63253008730811,209,False,False,False
tuberculosis,train,104.13501358032227,64.00147151639209,251,False,False,False
tuberculosis,train,155.50001525878906,38.75372572184494,206,False,False,False
tuberculosis,train,98.5251235961914,66.51252400730993,255,False,False,False
tuberculosis,train,148.41812133789062,44.72904070629936,219,False,False,False
tuberculosis,train,114.44709777832031,68.90173458889022,250,False,False,False
tuberculosis,train,119.1393051147461,43.13705942932398,255,False,False,False
tuberculosis,train,103.78264999389648,65.28674997519202,255,False,False,False
tuberculosis,train,138.49927139282227,65.3014439871772,252,False,False,False
tuberculosis,train,111.36285400390625,70.03537263397448,247,False,False,False
tuberculosis,train,164.36993789672852,62.591687310868664,253,False,False,False
tuberculosis,train,126.53132629394531,68.4314999183699,253,False,False,False
tuberculosis,train,142.75342261904763,53.47105034402094,255,False,False,False
tuberculosis,train,102.66458650914635,55.45290904584593,220,False,False,False
tuberculosis,train,133.3234100341797,65.57011159337584,255,False,False,False
tuberculosis,train,111.56870651245117,67.39820081666748,253,False,False,False
tuberculosis,train,154.05146408081055,58.235572197052065,255,False,False,False
tuberculosis,train,115.05975341796875,68.69020970817931,251,False,False,False
tuberculosis,train,130.17311096191406,50.92074636053758,237,False,False,False
tuberculosis,train,136.6839141845703,45.93096674456452,255,False,False,False
tuberculosis,train,154.18322348933648,37.51914786548656,233,False,False,False
tuberculosis,train,144.20840454101562,45.463168755589805,216,False,False,False
tuberculosis,train,131.89331436157227,46.50144584306073,219,False,False,False
tuberculosis,train,120.89412434895833,70.5707483075814,243,False,False,False
tuberculosis,train,111.26131439208984,43.67292236563739,214,False,False,False
tuberculosis,train,107.81507873535156,38.1639613330274,209,False,False,False
tuberculosis,train,164.14086532592773,62.169174093979876,255,False,False,False
tuberculosis,train,141.73480224609375,60.54065251077676,225,False,False,False
tuberculosis,train,108.18203735351562,83.0723842868561,255,False,False,False
tuberculosis,train,97.28841400146484,67.36143230133612,255,False,False,False
tuberculosis,train,140.08295822143555,47.82638658935549,218,False,False,False
tuberculosis,train,127.03170776367188,63.97609152196471,251,False,False,False
tuberculosis,train,86.44696044921875,56.94369531881394,189,False,False,False
tuberculosis,train,134.33469893292684,55.69735679647765,238,False,False,False
tuberculosis,train,119.58340454101562,39.63755587104968,203,False,False,False
tuberculosis,train,117.96080780029297,44.7716585455327,255,False,False,False
tuberculosis,train,131.0865478515625,51.39934697617093,224,False,False,False
tuberculosis,train,152.55419921875,65.82370603784031,255,False,False,False
tuberculosis,train,166.32013320922852,51.481055139909834,251,False,False,False
tuberculosis,train,126.55775451660156,68.16897562423833,255,False,False,False
tuberculosis,train,145.31598281860352,57.887331386517026,203,False,False,False
tuberculosis,train,160.13787078857422,56.49425906406257,247,False,False,False
tuberculosis,train,113.99198913574219,63.472663918055105,234,False,False,False
tuberculosis,train,136.66748046875,66.9103365491551,255,False,False,False
tuberculosis,train,155.66455078125,74.48428050716001,255,False,False,False
tuberculosis,train,118.45799255371094,42.10047952437789,186,False,False,False
tuberculosis,train,82.16948318481445,53.22321842562835,184,False,False,False
tuberculosis,train,112.62459309895833,39.314954783053565,183,False,False,False
tuberculosis,train,112.22207515495867,72.63357230621612,255,False,False,False
tuberculosis,train,124.85715103149414,65.86183233915436,254,False,False,False
tuberculosis,train,162.2210826421801,29.88713026079938,203,False,False,False
tuberculosis,train,77.58521792763158,69.60004421583078,222,False,False,False
tuberculosis,train,84.3089599609375,58.070957080056026,192,False,False,False
tuberculosis,train,123.19819641113281,73.36231124594342,253,False,False,False
tuberculosis,train,120.47154235839844,59.08042868778261,237,False,False,False
tuberculosis,train,95.17477416992188,27.642664206068307,169,False,False,False
tuberculosis,train,149.11273193359375,49.709453854347224,217,False,False,False
tuberculosis,train,109.1208267211914,64.23205965871415,255,False,False,False
tuberculosis,train,112.25301361083984,65.78194723581228,250,False,False,False
tuberculosis,train,122.84802627563477,67.87622627060466,252,False,False,False
tuberculosis,train,117.00047302246094,52.09711879522278,249,False,False,False
tuberculosis,train,150.3492660522461,73.50321563897508,249,False,False,False
tuberculosis,train,90.14339256286621,59.95428047155178,255,False,False,False
tuberculosis,train,117.06897354125977,63.36298552592641,255,False,False,False
tuberculosis,train,148.44662475585938,64.92126147769156,255,False,False,False
tuberculosis,train,156.24492645263672,31.27848239676928,205,False,False,False
tuberculosis,train,129.5701141357422,53.46510586303434,224,False,False,False
tuberculosis,train,164.6965898992891,46.16861763863721,239,False,False,False
tuberculosis,train,128.0834503173828,53.00630619897937,223,False,False,False
tuberculosis,train,148.0687255859375,48.915597034475105,218,False,False,False
tuberculosis,train,125.5797348022461,43.57941910043467,255,False,False,False
tuberculosis,train,121.28858116113744,38.2893990617585,255,False,False,False
tuberculosis,train,160.17437425947867,27.956218339127652,226,False,False,False
tuberculosis,train,164.09538650512695,60.95228173146046,255,False,False,False
tuberculosis,train,125.92130661010742,64.80148311948884,250,False,False,False
tuberculosis,train,109.84646606445312,70.75252074387782,255,False,False,False
tuberculosis,train,138.36461418838863,43.302277445847814,216,False,False,False
normal,train,107.87688064575195,68.96201603948597,255,False,False,False
normal,train,164.9468650817871,66.22097646065693,253,False,False,False
normal,train,108.69013021131717,57.721390794347485,255,False,False,False
normal,train,104.16524124145508,63.997268178725335,255,False,False,False
normal,train,172.8979377746582,47.03676207727338,249,False,False,False
normal,train,164.55205535888672,54.350965345404894,250,False,False,False
normal,train,175.9740114212036,70.0680403737379,255,False,False,False
normal,train,113.56486797332764,67.45189476876216,255,False,False,False
normal,train,113.60685729980469,70.57180686138456,251,False,False,False
normal,train,161.566876411438,43.258311959050936,255,False,False,False
normal,train,120.33075714111328,59.10403145955609,255,False,False,False
normal,train,139.3879809781987,57.20153586778486,255,False,False,False
normal,train,117.44329833984375,78.93072552426958,255,False,False,False
normal,train,118.89079207292761,65.3764772839833,255,False,False,False
normal,train,120.09505558013916,62.92346865765198,255,False,False,False
normal,train,142.2681007385254,67.0807049080621,253,False,False,False
normal,train,142.9316749572754,61.10417027047879,254,False,False,False
normal,train,116.8591833114624,69.27594370555552,255,False,False,False
normal,train,116.42093563079834,67.9509450820681,255,False,False,False
normal,train,120.00278849902534,65.69254176013082,255,False,False,False
normal,train,97.46492004394531,64.07591112852313,246,False,False,False
normal,train,140.34590530395508,61.93224469766494,252,False,False,False
normal,train,98.51899147033691,66.58063537121936,255,False,False,False
normal,train,136.66860580444336,67.15323503395119,251,False,False,False
normal,train,124.83203025009634,65.98086114320559,255,False,False,False
normal,train,125.34426879882812,47.499330954786686,255,False,False,False
normal,train,111.06048202514648,70.0057264453675,252,False,False,False
normal,train,93.82024002075195,44.568183404693386,255,False,False,False
normal,train,112.54984760284424,69.31748342195722,255,False,False,False
normal,train,124.24760055541992,64.60595989284309,255,False,False,False
normal,train,132.6277847290039,68.65060534858802,254,False,False,False
normal,train,99.79833221435547,74.23829555109856,255,False,False,False
normal,train,160.43993759155273,54.10291986315408,255,False,False,False
normal,train,119.27122497558594,45.85484665010462,255,False,False,False
normal,train,147.26519393920898,44.23659751997861,235,False,False,False
normal,train,148.9794807434082,61.530277788979355,253,False,False,False
normal,train,160.90937614440918,59.41258679025857,254,False,False,False
normal,train,94.09440952100697,67.89910711421518,255,False,False,False
normal,train,133.99596405029297,70.77142161273983,255,False,False,False
normal,train,109.2957649230957,68.89117323328978,254,False,False,False
normal,train,139.6249237060547,45.09973066797101,255,False,False,False
normal,train,170.85497856140137,55.636240761380925,255,False,False,False
normal,train,110.29389476776123,60.76627883034033,255,False,False,False
normal,train,125.78247950962978,62.7149292162982,255,False,False,False
normal,train,108.29139041900635,71.00555864330738,254,False,False,False
normal,train,135.41703093977273,58.7595944583504,255,False,False,False
normal,train,113.26152420043945,69.26102875251429,254,False,False,False
normal,train,186.1541519165039,46.710089909929195,252,False,False,False
normal,train,119.62244143158236,66.81544595876255,255,False,False,False
normal,train,117.4922981262207,64.64090084379208,255,False,False,False
normal,train,140.22772189328307,68.903514365132,255,False,False,False
normal,train,114.75333404541016,76.51031743918358,252,False,False,False
normal,train,138.12005615234375,63.04217448523975,255,False,False,False
normal,train,47.229594230651855,64.88974495083363,255,True,False,False
normal,train,116.40736770629883,68.8403869336643,244,False,False,False
normal,train,117.79405212402344,65.37740528024914,250,False,False,False
normal,train,109.8410873413086,70.80280270596089,255,False,False,False
normal,train,108.98437976837158,66.04293683103674,255,False,False,False
normal,train,99.37064266204834,56.16270262671953,255,False,False,False
normal,train,120.00274658203125,47.82140432072533,255,False,False,False
normal,train,116.29169464111328,77.06747851790617,255,False,False,False
normal,train,135.6764030456543,74.52378226482033,252,False,False,False
normal,train,167.4705104827881,53.38071062798025,255,False,False,False
normal,train,121.71869468688965,66.74677734147677,255,False,False,False
normal,train,111.97732448577881,71.9583986408316,255,False,False,False
normal,train,105.01783752441406,46.65956738979583,252,False,False,False
normal,train,177.08989334106445,40.14800055590185,253,False,False,False
normal,train,132.6468629837036,73.25298697426499,255,False,False,False
normal,train,128.5603093806715,71.83286358222666,255,False,False,False
normal,train,129.28076171875,52.831738819716186,255,False,False,False
normal,train,132.81369018554688,40.64755930822339,227,False,False,False
normal,train,108.32329940795898,60.969488519412245,255,False,False,False
normal,train,163.22902297973633,61.71335688794053,251,False,False,False
normal,train,118.2404547241656,68.1492687535756,255,False,False,False
normal,train,114.44709777832031,68.90173458889022,250,False,False,False
normal,train,114.74498176574707,76.5561928317405,255,False,False,False
normal,train,125.00961017608643,61.34940413640549,255,False,False,False
normal,train,120.50948333740234,72.68650706784936,255,False,False,False
normal,train,146.7512559890747,42.167396059893285,255,False,False,False
normal,train,115.85291481018066,53.61630213209168,255,False,False,False
normal,train,142.77196502685547,59.26923449362823,255,False,False,False
normal,train,114.49480276599088,66.24818700946537,255,False,False,False
normal,train,108.87277603149414,63.58036584484957,255,False,False,False
normal,train,163.54953289031982,59.31212479428438,255,False,False,False
normal,train,124.83028411865234,47.388036271572474,245,False,False,False
normal,train,159.56904983520508,64.26104528962306,251,False,False,False
normal,train,121.64218521118164,42.466160298195526,255,False,False,False
normal,train,108.93450164794922,68.20575930178956,255,False,False,False
normal,train,175.76253509521484,44.18764347165038,255,False,False,False
normal,train,154.69097518920898,55.83940589062377,247,False,False,False
normal,train,125.60000809454428,62.44215677870385,255,False,False,False
normal,train,133.6076774597168,58.69596542024395,252,False,False,False
normal,train,125.96236419677734,63.246411751303775,253,False,False,False
normal,train,102.49153063997088,60.97510988467034,255,False,False,False
normal,train,118.86322893207539,55.855012357904315,255,False,False,False
normal,train,95.72544002532959,69.08197587835244,255,False,False,False
normal,train,131.08385388261635,60.555184864929814,255,False,False,False
normal,train,109.01027011871338,34.71188495931932,255,False,False,False
normal,train,175.98957061767578,69.95685505209089,253,False,False,False
normal,train,147.67405700683594,65.49467755676652,249,False,False,False
normal,train,128.05581188201904,72.47424838205812,255,False,False,False
normal,train,125.64065170288086,60.87570400045772,255,False,False,False
normal,train,117.06237030029297,68.17880913208856,251,False,False,False
normal,train,103.99642181396484,68.27138406860786,255,False,False,False
normal,train,134.63608932495117,62.66739664640085,249,False,False,False
normal,train,158.13839626312256,48.791367034094385,255,False,False,False
normal,train,130.27715492248535,69.44278333525693,255,False,False,False
normal,train,172.3866024017334,47.91348606456579,255,False,False,False
normal,train,167.85398483276367,51.35560594460823,243,False,False,False
normal,train,124.17287826538086,55.299497029184614,253,False,False,False
normal,train,148.14944076538086,77.47493103797339,255,False,False,False
normal,train,111.23163890838623,68.22937218395482,255,False,False,False
normal,train,132.30773735046387,54.69116177285687,255,False,False,False
normal,train,130.22690817863435,62.28300803026028,255,False,False,False
normal,train,140.1611843109131,67.09448244342605,255,False,False,False
normal,train,136.33030796051025,64.77550842078979,255,False,False,False
normal,train,135.05599987294013,55.153654451085075,255,False,False,False
normal,train,124.41279270266774,67.17749223214597,255,False,False,False
normal,train,108.57146835327148,61.205477326081244,255,False,False,False
normal,train,115.83770751953125,52.54951987836503,255,False,False,False
normal,train,146.75299388111887,57.09349350030449,255,False,False,False
normal,train,129.8883237838745,68.31544959847938,255,False,False,False
normal,train,113.32049179077148,64.60332814439674,255,False,False,False
normal,train,133.0418243408203,54.95725189194374,251,False,False,False
normal,train,119.87853050231934,67.69390098076711,255,False,False,False
normal,train,134.6708221435547,41.831329101433525,221,False,False,False
normal,train,104.55898857116699,39.955831237738494,255,False,False,False
normal,train,128.2822904586792,74.36923230143995,255,False,False,False
normal,train,132.06203246259702,57.176801910526294,255,False,False,False
normal,train,116.06153011322021,77.40716873220417,254,False,False,False
normal,train,120.17701721191406,41.70620228833915,255,False,False,False
normal,train,99.78461074829102,83.89936166633414,249,False,False,False
normal,train,120.36283493041992,63.65215257106558,255,False,False,False
normal,train,108.45195388793945,58.71247624342882,255,False,False,False
normal,train,130.59795761108398,58.67254761970714,255,False,False,False
normal,train,115.96425383901705,62.902724128434116,255,False,False,False
normal,train,93.67419815063477,76.54853570738466,255,False,False,False
normal,train,135.0126085281372,66.25286706660488,255,False,False,False
normal,train,154.93653889065865,60.26888155833576,255,False,False,False
normal,train,166.1931381225586,44.76437349196364,252,False,False,False
normal,train,166.57439041137695,54.367587838371875,250,False,False,False
normal,train,120.83859252929688,67.8196896876028,255,False,False,False
normal,train,138.57579529111226,59.81907105415586,255,False,False,False
normal,train,168.85044860839844,53.239409275118234,255,False,False,False
normal,train,113.70382499694824,53.308679381613196,255,False,False,False
normal,train,119.96883773803711,71.44422899423482,245,False,False,False
normal,train,132.73473167419434,73.77166092802574,255,False,False,False
normal,train,106.79145812988281,60.21879597218933,255,False,False,False
normal,train,151.14266204833984,57.17962374536105,253,False,False,False
normal,train,110.35839366912842,65.21283102906793,255,False,False,False
normal,train,176.85134887695312,60.77113085812824,252,False,False,False
normal,train,73.9871473312378,82.7851644739467,255,False,False,False
normal,train,117.78071212768555,63.116576019408505,255,False,False,False
normal,train,103.74935150146484,58.64466104913953,255,False,False,False
normal,train,116.01831436157227,60.65188106732399,254,False,False,False
normal,train,157.96590042114258,65.12120446869315,253,False,False,False
normal,train,148.33056115591398,58.454263010092056,255,False,False,False
normal,train,127.36276626586914,72.588955087831,255,False,False,False
normal,train,161.39627265930176,42.91274010670883,255,False,False,False
normal,train,137.15661525726318,65.58651409373368,255,False,False,False
normal,train,165.55255126953125,58.411707690697085,255,False,False,False
normal,train,144.07620239257812,55.37839925699498,251,False,False,False
normal,train,125.26224673023223,64.53782361318704,255,False,False,False
normal,train,114.67837524414062,50.190349765826774,255,False,False,False
normal,train,113.26329040527344,58.46690054014854,255,False,False,False
normal,train,170.97947311401367,53.81128887252917,254,False,False,False
normal,train,155.01844215393066,49.43190386831423,255,False,False,False
normal,train,102.16959381103516,57.040868570259,255,False,False,False
normal,train,122.96712875366211,66.35205726879335,253,False,False,False
normal,train,121.23624801635742,68.92813237402989,251,False,False,False
normal,train,146.34813484217216,56.60431999927908,255,False,False,False
normal,train,111.31838703155518,66.32983044364958,254,False,False,False
normal,train,138.56003952026367,61.675360571429735,253,False,False,False
normal,train,89.49770545959473,67.9423844791912,255,False,False,False
normal,train,167.10578155517578,50.131734445187504,251,False,False,False
normal,train,107.00224304199219,58.16272640683785,255,False,False,False
normal,train,108.25084686279297,34.43067882917861,227,False,False,False
normal,train,167.12706661224365,48.38911956201018,255,False,False,False
normal,train,149.6469049043062,56.14239621954057,255,False,False,False
normal,train,127.99628814949658,67.02106594744505,255,False,False,False
normal,train,137.93419647216797,57.766597819529615,253,False,False,False
normal,train,99.1997299194336,73.07747840661207,255,False,False,False
normal,train,90.38751453216915,51.89054613080754,255,False,False,False
normal,train,124.52628707885742,62.00825380500983,255,False,False,False
normal,train,159.6938829421997,64.52784712941124,255,False,False,False
normal,train,123.17951965332031,43.15211107012413,255,False,False,False
normal,train,111.36890506744385,73.04265013069164,255,False,False,False
normal,train,113.06965145110526,67.03149275641381,255,False,False,False
normal,train,131.49212265014648,64.90079632913493,245,False,False,False
normal,train,109.80180740356445,48.296745382703186,238,False,False,False
normal,train,126.55653381347656,66.71690543115568,253,False,False,False
normal,train,106.87204360961914,63.99602683843937,255,False,False,False
normal,train,123.73020939975272,59.604523601724274,255,False,False,False
normal,train,178.82364654541016,51.37532749414295,254,False,False,False
normal,train,113.36359786987305,59.55605895911115,251,False,False,False
normal,train,121.79097747802734,67.54090966388775,255,False,False,False
